Tiempo,Dilatacion,Temperatura,Densidad
49,71,133,90
92,130,29,168
172,76,5,53
143,126,181,17
2,18,171,160
136,153,197,176
14,176,107,121
95,23,45,177
17,12,142,109
163,188,111,34
54,122,162,121
111,24,45,42
111,101,165,180
108,165,161,32
152,195,134,43
170,168,133,99
60,142,139,50
138,22,48,87
68,107,167,44
185,14,74,20
159,171,27,176
79,68,23,36
134,182,191,69
142,109,38,170
17,100,87,179
83,29,62,61
54,151,94,196
155,67,110,160
100,114,51,109
52,57,178,140
76,146,111,51
24,116,72,32
100,159,150,15
72,7,22,37
163,32,111,23
4,74,109,135
45,125,193,178
30,39,52,8
124,145,60,104
26,169,196,187
14,114,32,167
125,29,124,134
37,135,96,66
126,179,75,133
70,5,145,124
177,21,113,52
73,188,48,185
191,16,187,96
104,171,98,152
129,86,90,177
188,156,185,4
79,159,69,63
10,94,2,185
76,25,49,153
80,179,195,102
66,171,158,137
26,45,103,126
146,95,61,53
58,33,76,126
77,64,123,59
96,95,51,196
146,58,155,143
79,63,5,27
52,104,85,94
108,68,170,123
193,151,30,106
112,0,21,7
154,14,93,84
163,17,12,31
55,140,174,66
149,21,58,155
18,92,173,127
26,180,95,175
72,192,56,173
66,61,78,13
153,18,51,0
124,135,125,107
17,127,109,42
198,6,91,126
24,120,156,179
50,58,176,128
1,103,11,71
99,100,192,156
149,62,66,50
166,18,54,2
158,168,166,142
83,167,136,195
110,137,12,67
100,75,64,116
128,14,6,70
144,56,154,75
72,94,14,21
35,30,138,199
140,197,116,13
116,66,97,87
25,0,137,162
193,51,16,75
118,184,117,148
67,178,89,60
44,62,190,188
72,98,81,47
163,10,82,193
55,110,168,162
130,116,34,118
139,185,182,121
51,179,53,68
10,81,71,173
173,199,25,146
26,137,192,64
43,8,132,55
144,47,150,16
36,56,172,126
170,145,116,147
131,21,54,115
110,39,111,36
170,89,30,142
33,171,12,5
196,163,41,166
58,138,113,63
117,76,80,199
42,104,123,116
25,182,90,6
174,102,7,75
8,21,195,102
162,6,3,194
186,29,45,141
71,160,64,105
152,158,8,115
28,112,119,158
96,85,118,149
88,117,87,45
73,137,125,180
148,35,175,116
166,99,36,69
60,62,61,156
199,140,40,36
109,159,147,179
137,98,140,157
92,56,156,106
103,35,47,124
163,170,179,31
154,165,188,153
141,136,47,150
157,97,183,174
186,158,48,5
172,119,76,27
12,91,183,128
93,194,33,64
87,71,143,147
57,113,96,49
38,183,169,108
51,82,4,130
65,46,33,173
60,111,195,79
192,108,65,42
181,12,136,164
133,16,144,173
18,158,37,84
24,134,57,75
8,49,5,114
3,15,197,74
191,135,55,40
158,28,152,18
175,26,11,189
177,114,13,74
27,26,86,130
69,91,177,53
23,103,6,140
129,62,189,146
172,188,68,56
119,35,61,138
122,81,121,194
126,50,160,166
121,137,133,93
51,57,108,35
65,76,24,47
6,189,119,115
191,115,41,169
154,86,146,124
105,156,75,50
196,133,135,98
60,151,63,40
23,35,118,56
35,197,44,189
89,104,182,179
198,172,130,131
91,115,113,187
63,94,51,67
108,102,182,143
148,83,96,187
120,62,5,181
125,62,146,136
95,82,113,42
148,195,178,57
151,130,102,129
126,51,91,23
139,83,46,103
101,29,87,11
182,183,16,132
137,105,168,134
180,185,10,95
97,65,159,14
111,25,164,157
5,106,108,163
113,0,179,149
100,39,120,70
70,20,108,81
150,36,179,38
69,91,130,161
167,55,190,61
192,33,68,77
122,49,65,93
198,54,112,59
16,63,182,46
191,76,181,195
65,147,52,41
144,174,149,52
108,46,78,171
74,186,73,198
111,31,4,11
184,149,177,94
38,73,48,13
71,116,3,111
153,88,24,92
199,96,4,192
74,126,108,47
110,36,57,106
41,109,59,192
198,132,54,135
145,124,90,146
154,75,65,40
6,139,144,69
90,43,191,173
97,30,51,126
97,185,34,9
98,53,127,161
62,20,162,98
183,89,7,90
121,71,185,43
158,149,23,41
56,166,91,185
190,151,171,168
19,101,120,179
131,90,77,93
24,59,3,132
89,155,67,44
189,104,59,132
80,20,134,41
109,20,185,18
197,37,121,98
87,171,91,100
28,60,55,4
120,148,129,40
69,131,135,84
52,103,122,30
24,127,94,57
60,63,87,177
87,139,54,65
26,171,40,165
5,92,45,51
155,186,159,189
33,29,94,81
36,131,82,28
174,157,21,126
28,90,7,51
189,129,123,197
26,78,173,37
142,187,79,87
29,65,184,67
22,49,92,100
187,158,34,164
85,160,62,0
186,61,45,20
144,132,8,133
67,129,32,60
28,160,74,9
85,192,177,23
141,159,10,182
112,122,9,110
31,124,142,121
67,106,131,123
0,193,182,72
33,16,116,100
108,99,44,197
168,182,100,88
164,21,152,29
116,172,122,85
43,28,73,87
114,149,194,38
48,144,115,195
171,71,30,76
138,172,68,91
86,92,102,26
140,51,197,169
20,75,145,156
143,95,145,118
162,180,198,102
191,98,199,83
11,103,18,196
66,49,94,16
92,122,191,179
11,197,14,76
8,172,195,178
184,50,31,156
198,72,67,129
104,61,198,98
6,83,44,43
121,115,134,131
62,167,169,193
120,45,178,166
27,70,118,155
129,87,33,26
169,73,136,141
124,164,186,193
160,61,76,11
126,66,133,101
161,69,163,45
156,74,8,113
102,58,41,195
14,182,45,90
100,118,24,126
107,108,155,162
181,146,31,119
16,119,82,51
177,55,160,28
177,110,133,19
51,18,39,135
47,168,107,172
117,160,167,40
121,188,12,81
143,76,103,129
192,100,170,72
11,73,146,43
41,154,56,162
103,124,48,175
169,2,98,152
132,189,104,133
193,100,42,182
73,88,19,52
154,109,189,18
80,154,86,133
144,140,42,127
40,103,38,168
24,162,147,122
16,188,124,68
177,133,119,181
31,17,180,131
61,14,132,40
176,148,109,190
2,189,48,127
148,141,113,64
112,143,163,87
133,41,125,127
158,58,176,59
32,75,36,80
131,119,60,157
162,69,90,193
78,179,94,198
133,63,47,42
174,141,121,106
0,180,197,168
16,143,18,80
93,48,98,161
63,194,181,192
121,64,167,123
186,122,184,9
197,75,187,143
117,95,195,166
177,109,163,193
184,98,16,79
85,30,165,161
35,12,160,129
82,118,11,6
142,150,44,15
175,159,66,152
86,71,83,79
54,194,170,71
152,150,75,155
102,48,130,111
73,27,122,156
57,162,55,152
42,75,120,118
119,31,174,74
37,23,0,148
145,161,113,178
0,16,71,61
41,8,188,67
64,162,145,189
39,28,88,90
59,153,73,131
159,102,188,193
87,34,72,114
182,34,184,46
174,166,197,32
134,81,21,153
182,165,24,176
21,29,137,3
33,110,123,29
59,28,165,58
130,125,70,194
49,123,89,37
48,8,97,33
92,162,82,43
190,164,14,165
148,43,137,46
5,131,102,15
144,26,48,149
160,138,93,52
61,109,15,10
125,41,27,155
97,147,91,135
98,129,143,103
94,197,21,35
142,35,24,88
41,37,180,178
167,112,105,38
9,18,47,157
122,102,170,99
158,76,78,179
118,83,136,13
65,136,185,29
30,148,7,120
19,78,148,176
101,32,59,77
150,182,117,119
86,147,182,151
179,141,138,31
44,155,144,50
186,182,52,49
23,96,30,61
142,137,45,12
28,72,16,105
97,21,174,178
169,89,72,0
108,72,0,88
59,125,139,48
112,55,80,82
28,61,52,119
113,171,150,175
15,17,130,108
113,55,146,68
184,98,138,45
147,9,109,93
35,165,188,82
60,70,197,88
7,73,69,195
50,21,183,18
66,97,79,71
130,189,67,108
175,127,171,178
41,72,136,193
111,28,10,150
115,107,150,111
5,82,120,175
72,78,126,187
49,197,101,30
115,194,91,179
6,100,194,92
193,149,84,152
52,15,8,19
60,144,37,89
31,63,123,2
124,163,79,57
13,32,142,1
190,167,133,194
178,176,18,167
20,148,157,13
83,130,116,69
80,79,68,3
114,46,22,108
41,120,179,56
170,48,167,40
42,118,43,176
47,52,101,40
188,191,139,138
28,178,84,5
90,66,144,139
83,37,86,171
188,198,183,68
157,101,95,82
32,14,125,44
176,100,125,117
1,161,55,146
169,25,184,126
29,121,189,55
80,91,169,66
90,181,132,133
144,127,61,117
45,29,31,179
97,159,76,77
5,120,70,17
15,19,98,33
174,15,102,118
92,73,17,46
117,150,9,19
52,67,165,177
76,146,34,22
67,101,125,128
163,60,83,199
0,3,152,120
89,10,16,4
63,64,128,68
27,30,138,146
51,105,139,81
165,110,0,14
54,148,88,159
110,167,124,126
192,89,138,182
53,45,21,34
108,29,60,89
153,7,92,161
72,188,113,145
185,4,118,176
100,40,38,86
186,23,24,139
63,107,177,24
87,111,122,88
152,162,144,16
6,52,152,97
130,48,26,31
118,176,198,7
49,30,116,186
112,8,65,157
22,65,77,168
89,39,192,174
132,70,31,170
177,19,53,88
111,55,148,21
156,117,146,3
181,191,177,49
8,145,7,55
191,133,168,96
128,125,138,99
163,168,147,18
2,62,86,23
178,39,84,176
64,186,176,27
27,98,107,31
96,39,89,92
167,157,128,76
104,125,49,127
28,27,87,78
26,119,194,139
81,36,154,193
169,144,60,160
83,63,119,90
112,84,170,1
187,143,82,48
69,59,15,71
180,199,48,66
14,24,72,113
66,162,110,182
170,8,89,17
29,101,158,30
183,163,79,119
64,186,22,111
108,144,92,61
174,88,187,171
137,194,178,69
11,15,140,93
19,65,123,75
124,48,95,129
48,110,182,65
80,13,34,38
34,168,130,125
150,126,4,151
171,15,66,195
81,119,101,146
122,56,104,53
131,86,114,36
150,74,44,117
55,101,24,71
128,37,139,181
143,83,103,100
148,78,152,73
23,177,24,193
88,44,134,162
180,73,153,187
182,125,71,30
63,26,91,21
174,29,49,20
136,149,178,173
58,99,29,100
163,117,10,54
149,97,131,162
181,190,1,91
10,20,183,163
158,140,74,133
95,81,104,193
168,145,183,129
158,26,44,144
157,91,151,54
81,180,162,163
158,92,80,187
100,42,177,90
49,8,192,88
1,49,160,32
39,59,113,110
157,174,104,167
31,125,33,85
89,162,133,100
92,32,172,145
31,173,134,127
114,68,9,145
65,64,120,97
101,41,89,66
194,129,57,92
21,176,43,70
121,168,169,98
37,36,199,147
7,194,163,66
17,51,58,98
139,35,84,23
116,48,42,58
139,84,192,125
173,72,78,176
161,2,57,153
12,138,102,35
134,24,116,37
122,107,198,145
156,67,38,171
63,2,62,60
41,62,1,119
21,99,24,160
196,193,123,42
103,47,77,182
196,185,149,107
169,43,15,162
23,68,104,173
114,88,149,36
177,93,152,148
103,95,119,111
32,42,100,40
38,172,160,132
193,133,76,60
164,57,156,94
182,133,79,183
12,112,164,37
98,172,65,159
143,180,152,68
160,24,124,174
109,157,185,189
21,51,116,152
189,170,7,158
182,166,1,69
180,32,85,120
188,67,194,171
42,131,199,30
186,187,111,156
61,105,24,197
130,102,119,195
91,51,66,188
136,56,2,39
95,128,105,192
43,19,177,21
170,15,108,104
66,167,4,27
29,4,119,90
146,120,131,170
151,170,110,197
133,119,186,143
84,21,111,196
41,120,96,16
8,34,25,131
132,50,56,26
176,126,10,120
183,96,128,191
73,140,117,173
145,174,15,143
111,153,63,95
132,83,31,25
66,137,97,180
184,140,48,90
118,7,70,183
131,175,1,178
187,83,159,164
59,114,108,22
58,36,31,189
24,39,18,122
82,80,53,18
3,125,0,153
115,57,8,81
67,109,119,160
132,175,171,85
115,150,18,182
50,123,191,132
10,137,181,183
170,185,188,142
56,131,134,90
80,1,32,62
163,42,196,171
103,198,117,139
162,138,124,23
178,11,90,8
2,72,22,14
32,75,58,80
174,175,165,112
171,115,164,92
159,140,49,97
11,129,118,45
35,170,79,103
121,132,17,43
28,136,145,59
198,40,94,79
102,47,169,106
167,11,159,43
6,157,36,180
73,60,56,141
60,153,129,75
83,179,142,172
85,165,58,120
14,136,92,195
110,52,77,61
23,38,98,101
91,10,104,4
28,132,131,130
65,20,84,113
9,119,43,160
9,153,23,42
135,121,34,178
161,153,136,149
165,122,44,135
30,148,18,119
135,167,165,122
108,112,53,21
6,21,119,108
156,171,8,131
125,79,52,54
141,88,171,159
139,41,45,164
49,140,6,190
49,76,145,179
5,81,185,117
77,62,142,109
78,154,157,27
142,186,75,134
118,125,158,189
198,36,110,55
195,85,54,8
2,31,95,130
184,19,44,58
194,32,7,109
104,149,107,97
113,52,120,196
36,118,42,135
143,31,51,171
51,194,118,74
196,175,96,106
33,179,111,104
171,48,102,104
161,8,50,192
118,198,26,29
63,199,41,130
63,2,32,45
2,22,40,123
158,4,183,137
92,193,85,126
168,85,153,32
2,189,171,14
1,0,55,56
160,135,104,119
70,171,158,119
153,122,190,97
12,104,94,112
51,99,109,1
72,145,178,68
80,13,126,0
123,189,81,54
11,112,82,111
144,81,57,79
124,127,196,2
121,112,181,86
56,111,189,98
81,102,75,79
193,102,48,178
153,56,25,183
34,53,163,141
69,180,24,172
150,34,144,153
36,117,183,14
190,140,150,138
197,186,126,60
48,65,180,139
116,15,22,111
183,108,11,121
199,137,127,13
109,148,170,15
39,101,91,12
41,143,176,172
96,195,134,6
108,166,5,61
50,156,112,43
109,95,155,146
58,19,191,8
171,129,66,154
134,98,128,58
170,128,62,56
136,154,43,66
86,23,53,8
150,107,132,86
38,135,18,58
136,20,13,54
124,190,94,174
43,58,169,108
50,111,115,86
187,97,2,53
106,108,80,15
134,189,156,56
66,136,106,0
87,60,20,27
173,74,46,87
191,196,10,147
69,9,189,10
102,149,122,61
143,2,18,8
168,109,190,89
142,42,53,33
104,110,107,12
52,125,36,141
50,197,133,198
14,93,90,133
61,60,25,132
10,38,45,98
137,197,7,141
58,110,145,47
106,8,16,92
176,4,190,154
156,60,74,83
64,36,14,56
34,8,13,132
135,132,56,163
89,175,128,20
176,134,126,73
66,135,22,60
82,84,86,110
84,61,79,25
193,98,32,11
11,34,43,161
179,56,63,83
2,158,92,188
45,143,130,5
29,128,46,111
123,161,167,120
150,155,55,97
54,17,132,185
61,75,178,195
118,22,159,88
61,119,41,101
167,172,62,180
188,111,19,148
67,30,117,103
45,12,66,37
90,159,65,78
36,185,147,72
143,60,51,166
72,134,13,43
184,44,190,77
133,99,129,88
58,80,66,20
2,108,146,67
151,198,76,163
174,119,171,188
172,195,116,98
193,147,39,132
40,189,69,187
78,46,45,179
112,14,108,83
12,168,82,87
124,86,146,1
94,9,19,99
92,148,78,132
198,142,35,8
72,35,124,22
148,60,93,74
52,78,69,18
109,54,62,36
142,121,138,40
108,110,42,58
133,17,168,146
36,12,176,21
56,195,183,70
82,111,13,177
43,50,110,165
53,169,70,25
12,102,30,98
143,56,176,22
22,41,110,88
156,30,163,143
4,131,193,146
108,107,124,140
103,92,61,144
165,7,174,148
192,146,132,133
171,159,74,195
126,41,93,16
33,77,149,131
186,23,83,189
144,30,45,177
73,64,63,94
2,102,8,165
132,9,43,53
162,132,48,74
177,147,133,116
38,105,78,108
180,167,147,136
161,98,30,180
15,76,192,99
132,144,83,126
29,1,141,51
42,31,51,64
25,30,80,196
43,153,75,20
126,74,27,52
116,191,197,92
122,8,182,39
80,54,52,78
118,57,130,120
96,155,95,13
121,132,47,159
133,11,56,120
8,147,97,105
64,190,104,15
53,19,6,45
172,119,15,108
22,161,121,164
35,17,154,15
144,76,40,145
188,115,156,198
27,91,17,86
89,127,78,30
106,130,161,63
147,32,127,194
43,30,86,27
106,84,29,45
47,12,120,58
151,188,75,43
198,80,84,131
184,34,193,44
86,48,180,77
158,19,170,101
114,50,41,88
153,127,56,80
49,130,141,140
174,166,140,88
9,179,29,160
2,82,114,57
115,5,187,192
58,191,108,12
146,42,189,48
77,110,158,196
96,172,106,69
38,134,147,33
57,54,36,62
134,47,161,12
6,45,105,12
148,29,85,99
104,117,98,24
86,174,143,63
82,3,66,89
27,179,35,103
94,99,43,34
159,179,174,11
90,27,59,148
109,17,61,120
104,78,159,20
103,9,21,152
126,100,42,71
31,188,42,147
93,31,94,5
187,172,25,179
10,147,165,19
168,28,181,161
77,181,41,105
55,59,159,146
167,34,109,194
10,82,120,154
9,101,182,183
89,51,142,98
168,138,100,164
143,21,40,51
173,84,14,89
92,174,129,106
102,197,103,108
20,14,7,115
191,25,10,55
192,120,75,148
198,119,49,6
50,27,195,40
62,71,107,197
17,81,173,85
40,134,97,34
127,99,171,16
30,103,100,45
105,169,118,40
41,40,38,160
166,36,167,190
49,79,2,156
96,49,19,148
109,154,73,164
160,92,165,86
133,162,24,154
95,32,3,139
124,20,27,65
167,181,13,143
4,81,171,180
32,116,155,30
186,58,139,175
39,13,35,26
20,137,4,197
23,9,198,183
45,59,191,185
92,104,130,181
96,150,95,129
164,183,106,40
177,3,81,78
191,68,79,37
108,17,41,130
48,98,11,80
44,77,198,111
9,36,181,196
53,136,91,88
36,138,90,143
27,153,111,139
35,81,176,186
94,155,21,24
113,130,25,66
120,101,100,107
18,190,20,55
130,17,78,65
143,59,175,46
193,73,1,5
25,41,20,79
110,97,35,80
118,129,40,164
186,99,106,148
92,199,47,99
37,189,72,6
188,148,168,132
17,109,115,133
79,90,1,187
20,64,186,183
51,141,23,42
86,184,85,50
188,198,23,193
122,65,66,140
81,3,182,111
171,173,132,149
101,62,85,142
141,45,171,114
51,12,109,64
101,181,29,109
179,61,139,39
16,77,7,14
161,6,104,53
166,101,30,161
180,4,103,198
198,36,44,149
178,60,71,78
13,38,170,174
0,48,32,191
192,72,86,111
131,52,127,98
69,1,112,35
172,139,126,7
131,136,180,197
198,44,136,162
100,81,65,119
137,52,129,23
75,74,59,25
113,33,121,106
134,97,152,50
94,26,110,127
107,151,122,4
196,109,94,133
52,40,12,124
189,147,194,181
110,152,106,119
14,75,6,22
5,124,27,101
35,105,119,78
108,43,189,3
139,75,33,97
54,181,95,193
116,23,169,165
49,119,136,71
9,19,29,149
175,22,15,109
11,29,197,166
119,132,110,181
156,90,47,112
152,102,129,149
146,155,140,117
135,78,42,86
154,41,42,163
170,199,74,75
82,50,81,127
129,82,26,37
8,114,85,80
172,188,101,179
42,169,111,160
51,44,89,172
199,120,182,81
180,16,5,160
57,102,0,147
131,13,18,137
193,50,9,160
42,165,127,129
28,11,70,139
12,43,106,157
177,101,40,173
116,87,84,184
67,183,66,130
145,54,61,165
68,188,19,192
195,143,101,97
12,40,163,174
8,45,21,124
125,57,2,167
186,93,165,188
144,24,185,128
47,5,131,162
111,61,9,26
99,50,149,23
61,53,197,2
69,78,25,136
84,89,160,71
109,77,163,82
177,9,149,4
160,177,63,31
48,70,142,33
188,43,11,176
166,160,59,58
114,62,127,169
72,39,179,50
167,166,189,28
40,192,160,87
142,79,132,115
61,58,160,131
5,60,125,164
75,179,37,46
84,34,75,178
87,177,130,151
16,188,135,143
38,22,152,166
19,162,141,73
143,93,170,141
99,64,80,134
169,134,92,183
136,26,159,70
180,74,15,14
192,103,128,39
44,121,176,41
103,187,57,185
22,191,121,195
109,92,194,85
56,64,180,181
173,160,169,44
86,21,85,71
58,169,51,50
30,79,135,169
177,146,7,104
177,102,26,187
188,182,81,25
144,15,19,98
117,160,196,68
95,86,45,130
173,34,189,129
68,103,39,125
116,45,100,60
115,17,192,75
97,83,31,119
131,160,187,193
106,5,97,15
102,147,77,165
192,65,32,198
144,87,66,147
125,94,156,41
184,69,17,176
142,6,133,135
65,11,55,44
186,45,104,147
28,169,63,14
54,136,121,8
122,77,199,30
118,108,177,173
32,45,160,65
127,80,37,179
10,192,0,114
124,117,126,90
55,172,177,68
159,188,150,0
178,123,166,88
84,34,198,186
3,159,121,154
0,193,35,66
188,19,58,63
60,190,109,145
47,32,1,130
108,164,129,152
105,179,121,120
121,139,176,47
46,146,33,68
195,58,43,42
19,94,165,2
76,8,145,151
18,1,115,143
166,80,73,74
198,126,171,101
116,16,110,108
18,45,119,72
152,199,31,151
40,155,150,29
186,54,101,119
78,169,190,75
167,15,50,61
100,82,70,41
14,4,195,174
100,130,152,19
175,157,121,163
136,75,180,40
37,72,50,121
108,141,32,46
176,99,95,10
132,33,25,168
9,151,132,131
158,148,94,172
170,169,86,176
129,199,111,31
162,92,114,160
136,28,158,124
49,35,170,149
35,165,160,67
48,199,133,170
146,102,58,179
93,40,4,7
19,142,166,83
115,81,72,11
177,5,59,166
48,143,119,15
41,2,42,147
78,134,16,191
26,17,84,163
29,91,179,110
94,122,129,70
23,98,28,141
126,96,9,144
62,9,125,175
144,181,98,163
83,8,64,78
72,22,79,156
0,30,144,116
87,60,40,195
116,131,148,66
3,102,178,147
149,102,73,50
34,195,179,199
78,94,24,38
184,85,76,117
191,81,184,145
20,46,57,196
14,163,135,183
198,97,79,78
113,155,150,115
72,77,96,127
87,90,158,189
115,125,67,89
39,33,103,85
95,122,101,20
10,83,199,194
65,63,122,29
78,16,35,170
199,70,144,198
39,176,83,117
11,34,147,113
124,39,194,23
53,174,144,47
73,112,159,21
105,34,58,90
107,98,40,110
91,60,25,5
83,154,180,110
129,29,188,90
116,28,125,109
44,167,5,75
41,148,173,14
115,126,105,139
62,160,185,174
28,172,156,147
36,4,83,165
61,45,162,165
172,97,98,20
40,197,58,85
134,71,63,112
55,118,6,109
93,177,97,47
137,23,89,15
83,89,15,81
157,111,136,34
90,2,186,139
182,7,59,114
95,92,60,32
141,101,81,80
48,166,171,173
71,169,178,131
14,22,145,165
133,165,152,99
46,34,165,118
165,58,191,70
63,155,61,19
120,144,60,152
84,96,76,164
3,153,57,143
100,108,2,172
80,169,193,36
44,122,115,128
106,83,110,68
104,196,79,30
100,187,172,148
29,36,80,55
63,49,37,29
46,145,154,40
30,39,105,164
4,46,78,86
101,145,59,48
148,127,60,128
100,173,172,69
6,54,44,92
162,80,112,103
60,182,88,197
50,156,152,154
95,44,141,181
69,141,134,53
128,176,169,33
58,122,173,152
191,19,105,68
72,52,47,151
80,182,128,84
58,116,1,188
151,32,121,75
100,49,96,78
53,22,98,117
2,89,60,174
149,87,3,84
36,26,121,31
27,191,136,8
31,39,88,76
165,112,35,145
190,56,113,130
183,35,57,130
99,196,2,89
102,86,92,68
188,118,97,65
95,152,16,76
144,185,34,123
171,137,68,192
41,105,86,89
70,172,25,37
26,172,70,37
51,143,35,191
31,63,76,160
188,6,169,74
159,157,37,116
185,166,179,108
11,109,74,143
179,144,175,152
89,147,81,120
58,95,117,128
33,82,114,75
70,60,148,103
27,59,173,63
27,23,130,78
32,94,192,150
64,139,194,178
137,53,127,97
167,99,173,66
144,158,180,20
54,169,8,60
152,10,157,106
196,162,63,185
40,66,131,152
31,69,53,61
117,196,2,83
62,130,55,151
19,168,188,67
157,131,155,75
196,182,16,22
14,147,155,39
115,182,31,110
151,121,78,92
132,125,90,141
20,111,136,195
48,131,40,101
40,149,114,105
138,13,103,89
75,136,170,20
125,157,166,85
128,137,187,62
28,199,171,84
134,79,57,174
132,13,48,75
118,83,182,24
80,155,190,27
158,192,23,149
180,68,88,30
20,64,65,183
35,22,168,61
129,194,145,149
157,128,196,17
122,171,102,129
15,79,56,110
113,180,38,136
170,135,162,12
75,134,97,0
19,199,194,198
90,20,108,43
98,48,63,50
174,0,196,50
3,164,74,190
44,11,89,130
178,14,67,160
25,57,139,181
173,20,73,150
44,120,63,77
78,94,31,144
148,135,74,124
34,196,105,148
16,139,35,146
157,98,92,63
186,8,143,102
122,27,102,113
92,168,41,49
16,192,162,53
182,153,100,128
103,86,73,148
31,46,61,199
85,58,73,45
197,75,5,72
48,46,22,112
121,92,155,90
88,5,119,149
164,144,9,36
109,143,107,82
158,88,98,79
48,163,119,130
116,198,22,89
114,69,72,141
169,197,42,30
20,150,51,106
136,134,153,130
40,31,198,64
172,48,136,101
6,27,75,5
172,81,17,40
18,110,165,182
78,65,167,72
18,184,65,70
9,51,0,140
68,127,177,19
44,187,174,22
120,16,188,80
163,96,23,194
141,142,108,62
114,199,142,50
77,159,188,104
64,62,125,82
118,0,6,71
156,174,114,152
34,29,137,163
196,160,119,171
14,76,36,166
193,56,97,40
58,84,23,11
84,180,11,36
25,49,51,165
83,98,129,167
32,42,96,79
32,142,28,156
117,124,130,144
58,54,75,36
160,54,185,171
141,154,72,150
76,107,31,82
133,61,17,109
125,161,134,154
76,33,166,2
22,128,143,101
44,185,0,197
159,142,79,21
195,88,76,108
116,142,38,166
151,31,94,140
32,80,30,193
72,144,76,184
186,23,80,160
182,177,22,14
195,168,22,163
164,12,94,72
25,123,127,35
146,71,5,148
129,182,118,112
69,31,141,86
13,135,111,15
185,140,14,92
159,87,93,38
106,175,148,27
185,181,107,161
153,185,93,8
22,93,124,89
188,60,199,123
189,195,177,112
185,147,42,64
48,81,196,46
